seq,time_seconds,event_type,robot_name,message,data_json
461,56.9,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 35.093}"
462,56.9,replan,Drone 4,Replanned path with 4 points,"{""path_length"": 26.349}"
463,57.15,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 17.522}"
464,57.15,replan,Drone 2,Replanned path with 3 points,"{""path_length"": 18.651}"
465,57.95,replan,Drone 3,Replanned path with 4 points,"{""path_length"": 34.097}"
466,57.95,replan,Drone 4,Replanned path with 4 points,"{""path_length"": 25.235}"
467,58.2,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 16.473}"
468,58.2,replan,Drone 2,Replanned path with 3 points,"{""path_length"": 17.625}"
469,59.0,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 33.05}"
470,59.0,replan,Drone 4,Replanned path with 4 points,"{""path_length"": 24.185}"
471,59.25,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 15.423}"
472,59.25,replan,Drone 2,Replanned path with 3 points,"{""path_length"": 16.604}"
473,60.05,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 31.991}"
474,60.05,replan,Drone 4,Replanned path with 4 points,"{""path_length"": 23.126}"
475,60.3,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 14.373}"
476,60.3,replan,Drone 2,Replanned path with 3 points,"{""path_length"": 15.492}"
477,61.1,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 30.95}"
478,61.1,replan,Drone 4,Replanned path with 4 points,"{""path_length"": 22.121}"
479,61.35,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 13.323}"
480,61.35,replan,Drone 2,Replanned path with 4 points,"{""path_length"": 14.585}"
481,62.15,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 12.547}"
482,62.15,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 29.9}"
483,62.15,replan,Drone 4,Replanned path with 4 points,"{""path_length"": 21.074}"
484,62.4,replan,Drone 1,Replanned path with 2 points,"{""path_length"": 12.264}"
485,62.4,replan,Drone 2,Replanned path with 4 points,"{""path_length"": 13.2}"
486,63.2,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 28.823}"
487,63.2,replan,Drone 4,Replanned path with 4 points,"{""path_length"": 20.024}"
488,63.45,replan,Drone 1,Replanned path with 2 points,"{""path_length"": 11.214}"
489,63.45,replan,Drone 2,Replanned path with 4 points,"{""path_length"": 12.133}"
490,64.25,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 27.827}"
491,64.25,replan,Drone 4,Replanned path with 4 points,"{""path_length"": 18.974}"
492,64.5,replan,Drone 1,Replanned path with 2 points,"{""path_length"": 10.164}"
493,64.5,replan,Drone 2,Replanned path with 4 points,"{""path_length"": 11.088}"
494,65.3,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 26.776}"
495,65.3,replan,Drone 4,Replanned path with 4 points,"{""path_length"": 17.924}"
496,65.55,replan,Drone 1,Replanned path with 2 points,"{""path_length"": 9.164}"
497,65.55,replan,Drone 2,Replanned path with 3 points,"{""path_length"": 10.085}"
498,66.35,goal_assigned,Drone 3,"Assigned frontier-fallback goal at (37.50, 2.50)","{""goal_type"": ""frontier-fallback"", ""goal_x"": 37.5, ""goal_y"": 2.5, ""score"": null}"
499,66.35,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 27.591}"
500,66.35,replan,Drone 4,Replanned path with 4 points,"{""path_length"": 16.618}"
501,66.6,replan,Drone 1,Replanned path with 2 points,"{""path_length"": 8.576}"
502,66.6,goal_assigned,Drone 2,"Assigned frontier goal at (34.50, 2.50)","{""goal_type"": ""frontier"", ""goal_x"": 34.5, ""goal_y"": 2.5, ""score"": null}"
503,66.6,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 8.528}"
504,67.35,stuck_recovery,Drone 1,Triggered stuck recovery maneuver,"{""stuck_events"": 1}"
505,67.4,goal_assigned,Drone 3,"Assigned frontier-fallback goal at (33.50, 1.50)","{""goal_type"": ""frontier-fallback"", ""goal_x"": 33.5, ""goal_y"": 1.5, ""score"": null}"
506,67.4,replan,Drone 3,Replanned path with 4 points,"{""path_length"": 23.212}"
507,67.4,replan,Drone 4,Replanned path with 4 points,"{""path_length"": 15.666}"
508,67.65,goal_assigned,Drone 2,"Assigned frontier goal at (35.50, 2.50)","{""goal_type"": ""frontier"", ""goal_x"": 35.5, ""goal_y"": 2.5, ""score"": null}"
509,67.65,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 8.067}"
510,68.45,goal_assigned,Drone 3,"Assigned frontier-fallback goal at (37.50, 2.50)","{""goal_type"": ""frontier-fallback"", ""goal_x"": 37.5, ""goal_y"": 2.5, ""score"": null}"
511,68.45,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 25.456}"
512,68.45,goal_assigned,Drone 4,"Assigned frontier-fallback goal at (35.50, 1.50)","{""goal_type"": ""frontier-fallback"", ""goal_x"": 35.5, ""goal_y"": 1.5, ""score"": null}"
513,68.45,replan,Drone 4,Replanned path with 4 points,"{""path_length"": 16.353}"
514,68.7,goal_assigned,Drone 1,"Assigned frontier goal at (38.50, 2.50)","{""goal_type"": ""frontier"", ""goal_x"": 38.5, ""goal_y"": 2.5, ""score"": null}"
515,68.7,replan,Drone 1,Replanned path with 4 points,"{""path_length"": 10.019}"
516,68.7,stuck_recovery,Drone 1,Triggered stuck recovery maneuver,"{""stuck_events"": 2}"
517,68.7,goal_assigned,Drone 2,"Assigned frontier goal at (37.50, 2.50)","{""goal_type"": ""frontier"", ""goal_x"": 37.5, ""goal_y"": 2.5, ""score"": null}"
518,68.7,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 8.372}"
519,69.5,goal_assigned,Drone 3,"Assigned frontier-fallback goal at (37.50, 1.50)","{""goal_type"": ""frontier-fallback"", ""goal_x"": 37.5, ""goal_y"": 1.5, ""score"": null}"
520,69.5,replan,Drone 3,Replanned path with 4 points,"{""path_length"": 24.772}"
521,69.5,goal_assigned,Drone 4,"Assigned frontier-fallback goal at (37.50, 1.50)","{""goal_type"": ""frontier-fallback"", ""goal_x"": 37.5, ""goal_y"": 1.5, ""score"": null}"
522,69.5,replan,Drone 4,Replanned path with 4 points,"{""path_length"": 17.165}"
523,69.75,goal_assigned,Drone 1,"Assigned frontier-fallback goal at (38.50, 2.50)","{""goal_type"": ""frontier-fallback"", ""goal_x"": 38.5, ""goal_y"": 2.5, ""score"": null}"
524,69.75,goal_assigned,Drone 2,"Assigned frontier goal at (38.50, 2.50)","{""goal_type"": ""frontier"", ""goal_x"": 38.5, ""goal_y"": 2.5, ""score"": null}"
525,69.75,replan,Drone 2,Replanned path with 3 points,"{""path_length"": 8.121}"
526,70.05,replan,Drone 1,Replanned path with 4 points,"{""path_length"": 10.333}"
527,70.55,goal_cleared,Drone 3,No valid exploration goal available,
528,70.55,goal_cleared,Drone 4,No valid exploration goal available,
529,70.8,goal_cleared,Drone 1,No valid exploration goal available,
530,70.8,goal_cleared,Drone 2,No valid exploration goal available,
531,71.85,auto_finished,,Automatic exploration reached completion condition,
532,71.85,run_saved,,Saved outputs to /home/tongshuwu/PycharmProjects/ME435_TermProject/outputs/run_001_seed_124_20260402_095744,"{""free_coverage_ratio"": 1.0, ""known_ratio"": 1.0, ""output_dir"": ""/home/tongshuwu/PycharmProjects/ME435_TermProject/outputs/run_001_seed_124_20260402_095744""}"
533,71.85,run_saved,,Saved outputs to /home/tongshuwu/PycharmProjects/ME435_TermProject/outputs/run_001_seed_124_20260402_095744,"{""free_coverage_ratio"": 1.0, ""known_ratio"": 1.0, ""output_dir"": ""/home/tongshuwu/PycharmProjects/ME435_TermProject/outputs/run_001_seed_124_20260402_095744""}"
